Policy Number,Years_Drv_Exp,Number_Vehicles,Average_Age,Gender_Dummy,Married_Dummy,Avg_Veh_Age,Fuel_Type_Dummy,Losses,Capped_Losses
121615,2,2,20.6,0,0,2.5,0,410,410
124671,0,2,20.6,1,1,8.02,1,676,676
119614,44,2,65.1,0,1,8.02,0,181,181
125065,0,2,20.6,1,1,12.97,1,999,999
176820,12,2,42.4,1,1,12.97,0,244,244
195044,8,2,20.6,1,1,12.97,1,614,614
102183,31,2,42.4,1,1,2.5,1,512,512
100949,19,2,42.4,0,1,2.5,1,504,504
147475,50,2,65.1,1,0,12.97,0,150,150
176115,42,2,65.1,1,0,8.02,0,239,239
144419,19,2,42.4,0,1,12.97,0,311,311
125549,21,2,42.4,0,1,8.02,0,323,323
177807,43,2,65.1,1,1,12.97,0,210,210
198578,49,2,65.1,0,0,8.02,0,298,298
111507,38,2,42.4,1,1,8.02,0,452,452
194661,42,2,65.1,0,0,12.97,0,121,121
100122,39,2,42.4,1,0,12.97,0,346,346
181811,41,2,65.1,1,1,8.02,0,163,163
131853,0,2,20.6,0,0,12.97,0,335,335
180849,19,2,42.4,0,1,8.02,0,393,393
119884,49,2,65.1,1,0,8.02,0,198,198
109106,3,2,20.6,0,1,12.97,0,463,463
148970,40,2,65.1,0,1,12.97,0,369,369
163775,50,2,65.1,0,0,8.02,0,145,145
199755,14,2,42.4,1,0,2.5,0,470,470
188061,48,2,65.1,1,1,8.02,0,188,188
115117,4,2,20.6,0,0,12.97,0,192,192
196852,40,2,65.1,0,0,2.5,0,447,447
147502,17,2,42.4,0,1,8.02,0,426,426
187210,49,2,65.1,0,1,2.5,0,58,58
168472,5,2,20.6,0,1,8.02,1,548,548
187862,48,2,65.1,1,1,2.5,0,51,51
132187,38,2,42.4,0,0,12.97,0,219,219
196986,0,2,20.6,1,1,8.02,1,1047,1047
145251,6,2,20.6,0,1,8.02,0,470,470
164172,3,2,20.6,1,0,12.97,0,331,331
173785,4,2,20.6,0,1,12.97,1,530,530
187062,0,2,20.6,1,0,2.5,1,507,507
120200,3,2,20.6,1,0,8.02,0,465,465
111578,28,2,42.4,0,1,2.5,0,490,490
138981,0,2,20.6,1,1,8.02,1,1069,1069
142316,9,2,42.4,0,1,2.5,0,463,463
157465,33,2,42.4,0,1,8.02,0,418,418
159752,50,2,65.1,1,0,2.5,0,185,185
181905,31,2,42.4,1,0,12.97,0,314,314
159048,0,2,20.6,1,0,12.97,0,320,320
192660,34,2,42.4,1,0,2.5,0,427,427
133785,48,2,65.1,1,1,8.02,0,371,371
138487,41,2,65.1,0,0,12.97,0,256,256
126765,29,2,42.4,0,1,2.5,1,755,755
137923,22,2,42.4,0,1,2.5,1,543,543
138027,20,2,42.4,0,1,8.02,0,421,421
125021,41,2,65.1,0,0,2.5,0,55,55
156872,12,2,42.4,1,1,8.02,1,513,513
186767,44,2,65.1,0,1,8.02,0,51,51
102304,32,2,42.4,1,0,8.02,0,310,310
196619,16,2,42.4,0,1,2.5,1,666,666
142662,48,2,65.1,1,0,8.02,0,152,152
126646,50,2,65.1,1,1,2.5,0,113,113
192070,30,2,42.4,1,1,2.5,1,718,718
163041,35,2,42.4,1,1,8.02,0,479,479
175753,7,2,42.4,0,1,12.97,0,354,354
145233,14,2,42.4,0,1,2.5,1,585,585
178636,43,2,65.1,1,0,2.5,0,241,241
143349,41,2,65.1,0,0,12.97,0,22,22
151916,8,2,20.6,0,1,12.97,0,290,290
189874,0,2,20.6,0,0,8.02,0,407,407
144806,8,2,20.6,1,1,12.97,1,792,792
131529,0,2,20.6,0,1,2.5,1,1065,1065
125603,21,2,42.4,0,1,12.97,0,335,335
152873,46,2,65.1,1,0,2.5,1,535,535
156206,9,2,42.4,0,0,2.5,1,645,645
166290,5,2,20.6,0,1,8.02,0,448,448
100580,4,2,20.6,1,0,12.97,1,592,592
134863,12,2,42.4,1,1,8.02,1,546,546
114345,49,2,65.1,0,1,8.02,0,357,357
190332,41,2,65.1,0,0,12.97,0,78,78
188722,3,2,20.6,0,1,2.5,1,1512,1200
171056,24,2,42.4,0,0,12.97,0,208,208
146192,47,2,65.1,0,0,8.02,0,184,184
180038,41,2,42.4,1,1,2.5,1,544,544
133470,2,2,20.6,1,1,8.02,0,482,482
170555,19,2,42.4,0,0,8.02,0,358,358
121756,6,2,20.6,1,1,12.97,1,708,708
156509,46,2,65.1,1,0,12.97,0,168,168
176012,16,2,42.4,1,1,8.02,0,382,382
129482,45,2,65.1,1,1,2.5,0,403,403
149422,2,2,20.6,0,1,2.5,1,806,806
196528,1,2,20.6,1,0,12.97,0,267,267
149197,23,2,42.4,0,0,2.5,1,530,530
198289,4,2,20.6,1,1,12.97,1,973,973
188176,50,2,65.1,0,1,12.97,0,396,396
193469,37,2,42.4,1,1,8.02,0,436,436
122538,19,2,42.4,1,1,8.02,0,473,473
146355,0,2,20.6,0,0,12.97,0,114,114
179794,26,2,42.4,1,1,8.02,0,466,466
176605,51,2,65.1,0,0,8.02,0,142,142
172127,42,2,42.4,1,1,12.97,0,405,405
139150,15,2,42.4,0,0,8.02,0,329,329
133817,50,2,65.1,0,0,12.97,0,67,67
196191,18,2,42.4,0,1,12.97,0,358,358
158840,48,2,65.1,1,0,8.02,0,176,176
168288,6,2,20.6,1,0,12.97,0,342,342
160947,46,2,65.1,1,0,12.97,0,28,28
153722,6,2,20.6,0,0,12.97,0,203,203
183713,46,2,65.1,1,1,2.5,1,721,721
153977,2,2,20.6,0,0,12.97,0,170,170
129101,7,2,20.6,0,1,12.97,0,487,487
107829,40,2,42.4,0,0,8.02,0,322,322
119546,18,2,42.4,0,1,12.97,0,236,236
120364,6,2,42.4,0,0,12.97,0,124,124
195376,23,2,42.4,0,0,2.5,1,512,512
138378,53,2,65.1,0,0,12.97,0,71,71
100180,1,2,20.6,1,1,8.02,1,879,879
193784,21,2,42.4,0,0,2.5,1,733,733
120992,11,2,42.4,1,0,2.5,0,479,479
120894,2,2,20.6,1,1,12.97,1,570,570
192044,4,2,20.6,1,1,12.97,0,374,374
161155,6,2,42.4,0,0,12.97,0,141,141
156845,45,2,65.1,1,1,12.97,0,172,172
142607,49,2,65.1,1,0,12.97,0,133,133
113800,51,2,65.1,0,1,12.97,0,33,33
140425,19,2,42.4,0,1,2.5,1,672,672
108252,27,2,42.4,1,0,8.02,0,410,410
187987,50,2,65.1,1,1,8.02,0,77,77
139101,0,2,20.6,0,1,12.97,0,301,301
163841,52,2,65.1,0,0,2.5,0,179,179
193018,0,2,20.6,1,0,12.97,0,209,209
107574,26,2,42.4,1,0,2.5,1,564,564
173060,1,2,20.6,0,0,12.97,0,423,423
184024,14,2,42.4,0,0,2.5,1,561,561
142718,4,2,20.6,1,1,8.02,1,980,980
198587,43,2,65.1,0,0,2.5,0,71,71
165982,36,2,42.4,0,1,8.02,0,407,407
184838,49,2,65.1,1,1,2.5,1,613,613
124485,0,2,20.6,0,1,8.02,1,676,676
106210,52,2,65.1,0,0,2.5,0,216,216
144261,14,2,42.4,1,0,8.02,0,351,351
178380,25,2,42.4,1,0,8.02,0,372,372
107139,4,2,20.6,1,1,8.02,1,1062,1062
159250,17,2,42.4,0,0,8.02,0,365,365
133665,25,2,42.4,1,0,8.02,0,319,319
167845,36,2,42.4,1,1,12.97,0,482,482
157837,45,2,65.1,1,0,8.02,0,40,40
111626,49,2,65.1,0,0,2.5,0,193,193
154125,42,2,42.4,0,0,12.97,0,157,157
149604,18,2,42.4,0,0,2.5,0,368,368
199154,45,2,65.1,0,0,8.02,0,66,66
170780,18,2,42.4,0,1,8.02,0,384,384
129014,37,2,42.4,0,0,8.02,0,297,297
106467,27,2,42.4,1,1,8.02,0,426,426
175486,46,2,65.1,1,1,12.97,0,348,348
109185,20,2,42.4,1,0,8.02,0,318,318
144833,5,2,20.6,1,0,12.97,0,332,332
113499,0,2,20.6,0,0,8.02,0,298,298
164081,0,2,20.6,0,1,8.02,0,468,468
150602,27,2,42.4,1,1,8.02,0,433,433
164070,28,2,42.4,1,0,12.97,0,281,281
165297,40,2,42.4,1,1,12.97,0,172,172
116472,18,2,42.4,0,0,2.5,0,471,471
170823,44,2,65.1,0,1,8.02,0,184,184
183501,5,2,20.6,1,1,12.97,1,852,852
197536,10,2,42.4,0,0,12.97,0,324,324
124963,0,2,20.6,1,0,8.02,0,466,466
152228,0,2,20.6,0,0,12.97,0,430,430
164050,5,2,20.6,0,0,12.97,0,229,229
110012,0,2,20.6,1,1,2.5,1,1226,1200
148134,8,2,42.4,0,0,2.5,1,523,523
100799,40,2,65.1,0,0,2.5,0,495,495
128199,22,2,42.4,0,0,8.02,0,315,315
181091,8,2,42.4,0,1,12.97,0,268,268
136873,29,2,42.4,0,0,12.97,0,255,255
192053,30,2,42.4,0,1,12.97,0,186,186
138412,50,2,65.1,1,0,12.97,0,94,94
118175,14,2,42.4,0,0,12.97,0,195,195
122166,49,2,65.1,1,1,12.97,0,26,26
198512,45,2,65.1,1,0,2.5,0,449,449
137173,51,2,65.1,0,0,8.02,0,115,115
167802,2,2,20.6,0,1,12.97,0,259,259
116568,0,2,20.6,1,0,8.02,1,573,573
186745,43,2,65.1,1,0,2.5,0,439,439
161232,28,2,42.4,1,0,2.5,0,381,381
116989,34,2,42.4,1,1,12.97,0,254,254
114963,45,2,65.1,0,0,8.02,0,246,246
154251,26,2,42.4,1,1,12.97,0,335,335
163951,0,2,20.6,0,0,12.97,0,240,240
163087,13,2,42.4,1,0,8.02,0,377,377
177042,1,2,20.6,0,1,2.5,1,1655,1200
187794,6,2,20.6,1,0,12.97,1,673,673
194429,6,2,20.6,1,0,8.02,1,557,557
134521,48,2,65.1,1,1,8.02,0,179,179
126559,43,2,65.1,1,1,2.5,0,96,96
143443,4,2,20.6,1,0,12.97,1,760,760
180064,48,2,65.1,0,1,2.5,1,653,653
127344,3,2,20.6,1,1,12.97,1,977,977
114015,4,2,20.6,0,0,8.02,0,224,224
196621,9,2,42.4,1,0,8.02,0,353,353
184049,14,2,42.4,0,0,2.5,1,608,608
119275,2,2,20.6,1,1,12.97,0,454,454
145201,0,2,20.6,0,1,12.97,0,332,332
152104,10,2,42.4,0,1,12.97,0,344,344
169357,42,2,42.4,0,0,12.97,0,214,214
165421,35,2,42.4,1,0,8.02,0,357,357
184669,41,2,65.1,1,0,12.97,0,262,262
141485,4,2,20.6,0,1,12.97,1,754,754
194309,29,2,42.4,1,0,12.97,0,179,179
117634,0,2,20.6,0,0,2.5,1,690,690
119419,6,2,20.6,0,0,8.02,0,234,234
196234,35,2,42.4,1,0,2.5,0,414,414
124228,30,2,42.4,1,0,2.5,1,548,548
199696,43,2,65.1,0,0,8.02,0,271,271
153914,47,2,65.1,1,1,8.02,0,45,45
196068,22,2,42.4,1,0,2.5,1,633,633
101207,21,2,42.4,0,1,8.02,0,336,336
140714,47,2,65.1,1,1,8.02,0,408,408
160225,26,2,42.4,0,1,8.02,0,460,460
163339,44,2,42.4,1,0,8.02,0,362,362
147785,0,2,20.6,0,1,12.97,1,637,637
138215,42,2,65.1,0,1,12.97,0,39,39
128959,42,2,65.1,0,0,8.02,0,280,280
135502,17,2,42.4,0,1,8.02,0,327,327
188777,25,2,42.4,0,1,12.97,0,337,337
199177,6,2,20.6,1,1,8.02,1,1078,1078
166991,14,2,42.4,1,0,8.02,0,374,374
185357,36,2,42.4,1,1,12.97,0,273,273
165432,47,2,65.1,1,0,12.97,0,209,209
106563,25,2,42.4,0,0,12.97,0,128,128
168660,47,2,65.1,1,0,8.02,0,331,331
191566,52,2,65.1,1,0,2.5,0,148,148
195890,14,2,42.4,0,0,8.02,0,307,307
155733,49,2,65.1,0,0,2.5,0,171,171
191176,44,2,65.1,1,0,8.02,0,75,75
160839,19,2,42.4,1,1,12.97,0,431,431
147647,28,2,42.4,0,0,12.97,0,191,191
140481,9,2,42.4,0,1,8.02,0,377,377
139975,30,2,42.4,0,0,2.5,1,541,541
110501,50,2,65.1,1,0,12.97,0,100,100
152950,5,2,20.6,0,1,8.02,1,664,664
167551,36,2,42.4,0,1,12.97,0,206,206
129009,35,2,42.4,0,0,12.97,0,262,262
141504,6,2,20.6,0,1,2.5,1,1191,1191
100374,21,2,42.4,1,0,8.02,0,369,369
134585,11,2,42.4,1,0,8.02,0,391,391
177311,39,2,42.4,1,0,8.02,0,379,379
172249,22,2,42.4,1,1,8.02,0,451,451
131239,0,2,20.6,1,1,12.97,1,564,564
153677,23,2,42.4,1,1,8.02,0,466,466
138231,42,2,65.1,0,0,8.02,0,132,132
163806,26,2,42.4,0,0,2.5,0,475,475
171503,1,2,20.6,1,0,8.02,1,708,708
144229,43,2,65.1,0,0,2.5,0,282,282
145661,25,2,20.6,0,0,12.97,0,149,149
170518,28,2,42.4,1,1,12.97,0,200,200
160796,10,2,42.4,0,1,2.5,1,587,587
198110,49,2,65.1,1,0,12.97,0,181,181
154284,1,2,20.6,1,1,8.02,1,562,562
103047,47,2,65.1,0,0,8.02,0,79,79
167235,0,2,20.6,1,0,12.97,0,497,497
173353,32,2,42.4,0,1,2.5,1,643,643
121466,9,2,42.4,0,0,12.97,0,317,317
187949,48,2,65.1,1,0,2.5,0,317,317
174936,43,2,65.1,1,0,8.02,0,324,324
149930,38,2,42.4,0,0,8.02,0,294,294
154693,1,2,20.6,1,1,12.97,1,641,641
119774,15,2,42.4,0,0,8.02,0,327,327
113441,22,2,42.4,1,0,12.97,0,193,193
151397,1,2,20.6,1,1,12.97,0,373,373
122809,51,2,65.1,0,0,12.97,0,41,41
134417,50,2,65.1,1,0,2.5,0,151,151
180152,4,2,20.6,0,1,8.02,1,573,573
182107,31,2,42.4,1,0,2.5,0,405,405
145768,27,2,42.4,0,0,2.5,0,468,468
172371,1,2,20.6,0,1,8.02,1,549,549
100413,9,2,42.4,1,0,8.02,0,359,359
193862,41,2,65.1,0,0,8.02,0,329,329
161406,9,2,42.4,0,0,8.02,0,318,318
182750,2,2,42.4,1,0,12.97,0,220,220
192644,35,2,42.4,1,1,2.5,1,818,818
161468,17,2,42.4,1,1,2.5,1,939,939
116127,20,2,42.4,1,0,8.02,0,395,395
119216,49,2,65.1,1,0,12.97,0,87,87
124424,26,2,42.4,0,0,8.02,0,346,346
155508,26,2,42.4,0,1,8.02,0,395,395
175050,46,2,20.6,1,1,12.97,0,302,302
193169,27,2,20.6,1,1,12.97,1,1291,1200
118060,35,2,42.4,1,1,12.97,0,245,245
152674,22,2,42.4,1,0,12.97,0,314,314
125221,30,2,42.4,0,0,8.02,0,311,311
118982,8,2,20.6,1,1,8.02,1,1297,1200
170772,8,2,42.4,1,0,12.97,0,265,265
128104,26,2,42.4,1,0,12.97,0,214,214
158938,42,2,42.4,0,0,2.5,1,625,625
171410,0,2,20.6,0,0,12.97,0,166,166
107219,18,2,42.4,0,1,2.5,1,532,532
111559,3,2,20.6,1,1,12.97,0,374,374
143953,38,2,42.4,1,1,8.02,0,451,451
170163,11,2,42.4,0,1,2.5,1,712,712
140904,43,2,65.1,0,0,8.02,0,215,215
137980,27,2,42.4,0,0,2.5,0,433,433
152850,7,2,42.4,0,1,2.5,1,695,695
148011,17,2,42.4,1,0,8.02,0,386,386
130125,6,2,42.4,1,1,2.5,1,563,563
191616,2,2,20.6,0,0,12.97,0,188,188
192933,7,2,20.6,0,1,12.97,0,288,288
195967,0,2,20.6,0,0,12.97,0,251,251
125358,5,2,20.6,1,1,12.97,0,426,426
160828,49,2,65.1,0,0,8.02,0,34,34
136312,28,2,42.4,0,0,8.02,0,332,332
105320,28,2,42.4,1,1,8.02,0,414,414
141347,44,2,65.1,1,1,12.97,0,84,84
171870,49,2,20.6,0,0,12.97,0,426,426
196174,0,2,20.6,1,1,8.02,1,906,906
113183,17,2,42.4,0,1,12.97,0,268,268
177520,50,2,65.1,1,0,8.02,0,276,276
128381,46,2,65.1,0,1,2.5,0,489,489
171513,46,2,65.1,1,0,8.02,0,274,274
156529,1,2,20.6,1,0,12.97,0,286,286
187832,44,2,65.1,0,0,12.97,0,156,156
145495,2,2,20.6,1,1,12.97,1,609,609
161819,5,2,20.6,0,1,12.97,0,464,464
121076,0,2,20.6,0,1,8.02,1,759,759
100612,26,2,42.4,1,0,8.02,0,373,373
121117,25,2,42.4,1,1,2.5,1,699,699
133563,19,2,42.4,1,0,8.02,0,364,364
190060,21,2,42.4,0,0,2.5,1,533,533
101678,49,2,65.1,1,0,8.02,0,97,97
157523,2,2,42.4,0,1,8.02,0,418,418
161557,0,2,20.6,1,1,12.97,0,369,369
168648,21,2,42.4,0,1,12.97,0,162,162
111196,9,2,42.4,0,0,8.02,0,328,328
174909,12,2,42.4,1,1,2.5,1,609,609
149463,50,2,65.1,1,0,8.02,0,144,144
192062,9,2,42.4,1,0,8.02,0,401,401
123416,8,2,42.4,0,0,12.97,0,148,148
198326,6,2,42.4,0,1,8.02,0,381,381
183376,7,2,42.4,0,0,2.5,0,361,361
132682,45,2,65.1,1,0,2.5,0,281,281
104411,36,2,42.4,1,1,2.5,0,490,490
186381,5,2,20.6,1,0,12.97,0,310,310
126023,28,2,42.4,0,1,12.97,0,209,209
169656,0,2,20.6,1,0,12.97,0,313,313
143864,32,2,42.4,1,0,2.5,1,582,582
149829,11,2,42.4,1,0,2.5,1,782,782
111222,48,2,65.1,0,1,8.02,0,343,343
169500,43,2,65.1,1,0,12.97,0,79,79
114559,3,2,20.6,1,1,12.97,0,484,484
161766,5,2,20.6,0,0,12.97,0,255,255
181487,43,2,65.1,0,1,2.5,1,676,676
147945,39,2,42.4,1,1,12.97,0,487,487
109261,0,2,20.6,1,0,8.02,0,434,434
176415,49,2,65.1,0,0,2.5,0,175,175
119090,6,2,20.6,0,1,12.97,0,288,288
155091,6,2,42.4,1,0,8.02,0,405,405
185797,0,2,42.4,0,0,12.97,0,253,253
165073,51,2,65.1,1,1,8.02,0,323,323
172451,33,2,42.4,0,0,12.97,0,148,148
163172,30,2,42.4,1,0,8.02,0,317,317
147188,1,2,20.6,1,0,12.97,0,242,242
166559,16,2,42.4,1,0,2.5,0,376,376
198612,20,2,42.4,1,0,8.02,0,374,374
182957,0,2,20.6,1,0,12.97,0,344,344
196468,14,2,42.4,1,1,2.5,1,865,865
103377,2,2,20.6,1,0,12.97,0,372,372
139687,4,2,20.6,0,1,2.5,1,1428,1200
116806,2,2,20.6,1,1,8.02,1,751,751
103318,0,2,20.6,1,1,8.02,1,959,959
199887,0,2,20.6,0,1,12.97,0,415,415
130882,6,2,20.6,1,0,12.97,0,234,234
151623,7,2,20.6,0,1,12.97,1,793,793
199417,28,2,42.4,1,1,2.5,1,528,528
131315,0,2,20.6,1,1,8.02,1,1057,1057
133882,0,2,20.6,0,0,12.97,0,177,177
121839,30,2,42.4,1,1,12.97,0,206,206
187343,15,2,42.4,1,0,12.97,0,187,187
176586,12,2,42.4,0,0,8.02,0,327,327
147239,18,2,42.4,0,0,8.02,0,310,310
133864,6,2,20.6,1,0,12.97,0,156,156
169338,48,2,65.1,0,0,12.97,0,98,98
108172,36,2,42.4,0,0,8.02,0,343,343
115291,30,2,20.6,0,1,12.97,0,359,359
166997,50,2,65.1,0,1,8.02,0,122,122
146401,34,2,42.4,1,1,12.97,0,189,189
148634,47,2,65.1,1,0,8.02,0,184,184
153590,46,2,65.1,0,1,8.02,0,160,160
125994,0,2,42.4,0,1,2.5,0,496,496
163121,7,2,42.4,0,1,12.97,0,202,202
157732,46,2,65.1,1,1,12.97,0,34,34
100608,3,2,20.6,0,0,8.02,1,519,519
143539,6,2,42.4,1,1,2.5,1,547,547
102929,6,2,42.4,1,0,2.5,1,656,656
101673,48,2,65.1,1,1,2.5,1,626,626
182607,50,2,42.4,0,0,2.5,0,456,456
178128,19,2,42.4,1,0,8.02,0,371,371
126988,2,2,20.6,0,0,2.5,1,551,551
142532,49,2,65.1,1,0,12.97,0,23,23
115668,44,2,65.1,1,0,8.02,0,340,340
161882,7,2,20.6,0,1,8.02,0,374,374
133096,32,2,65.1,1,1,2.5,0,85,85
195353,22,2,42.4,1,0,8.02,0,357,357
178803,28,2,42.4,1,0,12.97,0,399,399
152414,27,2,42.4,1,0,2.5,1,584,584
124943,26,2,42.4,0,0,12.97,0,223,223
174394,48,2,65.1,0,0,8.02,0,230,230
151729,1,2,20.6,0,0,12.97,0,284,284
141202,10,2,42.4,0,1,2.5,1,601,601
172842,5,2,20.6,0,0,12.97,0,195,195
111846,2,2,20.6,0,0,8.02,0,261,261
132518,20,2,42.4,1,0,8.02,0,338,338
160666,0,2,20.6,0,0,12.97,0,233,233
195140,2,2,20.6,1,1,2.5,1,1104,1104
187108,46,2,65.1,0,1,8.02,0,359,359
115736,22,2,42.4,1,0,2.5,0,417,417
164189,0,2,20.6,0,1,12.97,0,337,337
199433,27,2,42.4,0,0,8.02,0,340,340
153649,49,2,65.1,0,1,8.02,0,245,245
191289,36,2,42.4,1,0,2.5,0,467,467
131942,42,2,65.1,1,1,8.02,0,48,48
164997,46,2,65.1,0,0,2.5,0,102,102
184512,28,2,42.4,0,0,8.02,0,312,312
173632,0,2,20.6,0,0,12.97,0,280,280
162164,3,2,20.6,1,0,12.97,0,239,239
162743,53,2,65.1,1,0,2.5,0,299,299
167980,14,2,42.4,0,1,8.02,0,392,392
184053,15,2,42.4,1,0,8.02,0,333,333
116897,47,2,65.1,0,1,12.97,0,212,212
129661,36,2,20.6,1,0,12.97,0,400,400
197601,43,2,65.1,1,0,12.97,0,38,38
146706,41,2,42.4,1,1,12.97,0,382,382
179318,5,2,20.6,0,0,12.97,0,265,265
118365,11,2,42.4,0,0,2.5,0,404,404
101726,1,2,20.6,0,1,2.5,1,1202,1200
183187,19,2,42.4,0,0,8.02,0,388,388
168371,26,2,42.4,1,1,2.5,1,583,583
167985,50,2,65.1,1,0,8.02,0,288,288
183143,48,2,65.1,0,0,2.5,0,221,221
184537,45,2,65.1,0,0,8.02,0,95,95
118174,3,2,20.6,1,0,2.5,1,597,597
176764,51,2,65.1,1,1,8.02,0,296,296
183184,12,2,42.4,0,1,8.02,0,382,382
172744,22,2,42.4,0,0,8.02,0,272,272
141544,46,2,65.1,1,0,2.5,1,531,531
194011,51,2,65.1,1,1,12.97,0,296,296
174278,42,2,42.4,1,0,8.02,0,380,380
106485,45,2,65.1,1,1,8.02,0,179,179
129667,52,2,65.1,1,1,2.5,0,455,455
127614,4,2,20.6,0,0,12.97,0,200,200
152556,25,2,42.4,1,1,2.5,1,825,825
124538,2,2,20.6,1,0,12.97,1,528,528
114447,7,2,20.6,0,1,12.97,1,577,577
154548,3,2,20.6,0,0,8.02,0,373,373
105356,10,2,42.4,0,0,2.5,1,550,550
123534,2,2,20.6,1,1,2.5,1,1173,1173
115444,3,2,20.6,1,0,8.02,1,567,567
174033,6,2,20.6,1,1,8.02,1,834,834
182712,5,2,42.4,1,0,2.5,1,568,568
147477,32,2,42.4,1,0,2.5,1,583,583
177948,47,2,65.1,1,1,8.02,0,255,255
155034,25,2,42.4,1,0,2.5,0,420,420
152819,29,2,42.4,1,1,2.5,1,679,679
112858,0,2,20.6,0,0,12.97,0,180,180
144700,2,2,20.6,1,1,12.97,1,667,667
111588,21,2,42.4,1,0,8.02,0,432,432
132075,23,2,42.4,0,0,2.5,1,600,600
192213,5,2,20.6,1,0,2.5,1,528,528
151188,0,2,20.6,1,1,12.97,0,386,386
155567,22,2,42.4,1,1,8.02,1,535,535
145491,42,2,65.1,0,1,8.02,0,425,425
108023,39,2,42.4,0,0,2.5,1,623,623
150597,39,2,42.4,0,1,2.5,0,436,436
132511,45,2,65.1,1,1,12.97,0,104,104
164869,3,2,20.6,1,1,12.97,1,803,803
169359,7,2,20.6,0,0,8.02,0,359,359
144420,26,2,42.4,0,1,12.97,0,161,161
133185,6,2,20.6,1,1,12.97,1,893,893
191941,51,2,65.1,1,0,12.97,0,119,119
128453,5,2,20.6,1,1,12.97,0,486,486
156162,22,2,42.4,1,1,12.97,0,232,232
155005,11,2,42.4,1,0,8.02,0,344,344
104748,35,2,42.4,0,0,8.02,0,320,320
163791,8,2,20.6,1,0,12.97,1,508,508
107595,52,2,65.1,1,0,8.02,0,329,329
137770,44,2,65.1,0,0,2.5,0,349,349
126714,25,2,42.4,1,1,12.97,0,212,212
144160,5,2,20.6,1,0,8.02,0,389,389
165539,38,2,42.4,1,0,8.02,0,336,336
111764,2,2,20.6,0,1,12.97,0,484,484
143694,3,2,20.6,1,1,2.5,1,1099,1099
170693,41,2,42.4,1,0,2.5,0,393,393
108011,49,2,65.1,0,0,8.02,0,183,183
154884,7,2,20.6,1,1,2.5,1,964,964
101550,46,2,65.1,1,1,12.97,0,171,171
185342,0,2,20.6,1,0,12.97,1,521,521
124911,5,2,20.6,0,1,12.97,0,257,257
120444,22,2,42.4,1,0,12.97,0,364,364
146565,11,2,42.4,0,1,8.02,0,444,444
170525,3,2,20.6,1,0,8.02,1,796,796
175578,7,2,42.4,0,1,2.5,1,666,666
159469,46,2,65.1,0,1,8.02,0,352,352
123583,51,2,65.1,1,0,8.02,0,144,144
176572,44,2,65.1,1,1,8.02,0,136,136
179907,48,2,65.1,0,0,8.02,0,196,196
133156,39,2,42.4,1,1,8.02,1,530,530
170906,4,2,20.6,1,0,8.02,1,554,554
187627,7,2,20.6,0,1,8.02,1,723,723
140319,44,2,65.1,0,0,2.5,0,340,340
104953,0,2,20.6,1,0,8.02,1,570,570
160677,43,2,65.1,0,1,2.5,0,127,127
184808,4,2,20.6,1,1,8.02,1,1192,1192
140917,35,2,42.4,1,1,8.02,0,425,425
141039,2,2,20.6,0,0,8.02,0,397,397
167025,37,2,42.4,0,1,8.02,0,392,392
187274,33,2,42.4,0,1,12.97,0,195,195
147166,22,2,42.4,0,0,12.97,0,136,136
135019,27,2,42.4,0,1,12.97,0,342,342
140500,38,2,42.4,1,1,8.02,0,394,394
188394,23,2,42.4,1,1,8.02,1,558,558
152042,51,2,65.1,0,0,2.5,0,89,89
146265,45,2,65.1,0,1,12.97,0,194,194
116995,0,2,20.6,1,0,12.97,1,762,762
194333,11,2,20.6,0,1,12.97,0,424,424
139507,23,2,42.4,0,1,8.02,0,416,416
151605,27,2,42.4,1,1,12.97,0,216,216
174567,0,2,20.6,0,1,12.97,0,383,383
173508,6,2,20.6,0,0,8.02,0,432,432
127310,13,2,42.4,0,1,2.5,1,541,541
181832,4,2,20.6,0,0,12.97,0,372,372
121749,6,2,20.6,1,1,12.97,0,455,455
166650,12,2,42.4,0,0,8.02,0,323,323
158998,23,2,42.4,0,0,12.97,0,326,326
196424,0,2,20.6,0,0,12.97,0,338,338
140466,7,2,20.6,0,0,8.02,0,348,348
111544,6,2,20.6,0,0,2.5,1,645,645
181230,0,2,20.6,0,0,12.97,0,213,213
123164,3,2,20.6,0,0,12.97,0,143,143
157151,0,2,20.6,0,1,2.5,1,1499,1200
111459,21,2,42.4,0,0,12.97,0,199,199
157431,49,2,65.1,0,0,12.97,0,201,201
140708,41,2,65.1,1,0,8.02,0,34,34
101774,10,2,42.4,0,1,12.97,0,247,247
169157,32,2,42.4,1,1,8.02,0,410,410
165964,46,2,65.1,1,1,2.5,0,140,140
119681,53,2,65.1,1,0,8.02,0,296,296
133024,49,2,20.6,0,0,12.97,0,290,290
111880,30,2,42.4,0,0,8.02,0,338,338
116297,42,2,65.1,0,0,8.02,0,106,106
156296,48,2,65.1,1,1,2.5,0,126,126
125289,38,2,42.4,0,0,8.02,0,305,305
140483,42,2,65.1,0,1,12.97,0,161,161
123065,2,2,20.6,0,0,8.02,1,564,564
163997,39,2,42.4,1,1,12.97,0,189,189
158402,3,2,20.6,0,1,12.97,1,750,750
122420,46,2,65.1,1,1,8.02,0,420,420
144507,21,2,42.4,0,1,8.02,0,406,406
116597,2,2,20.6,1,0,12.97,1,698,698
196054,6,2,20.6,1,1,12.97,1,1099,1099
